city,year,weekofyear,station_avg_temp_c,reanalysis_specific_humidity_g_per_kg,station_precip_mm,reanalysis_dew_point_temp_k,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,total_cases
iq,2021,19,21.24,7.79,52.47,292.39,0.154,0.214,0.372,0.23,30
iq,2021,20,24.83,9.36,39.3,295.98,0.164,0.19,0.268,0.702,19
iq,2021,21,22.33,7.11,74.68,293.48,0.795,0.192,0.135,0.586,24
iq,2021,22,26.88,8.28,45.84,298.03,0.458,0.74,0.777,0.693,24
iq,2021,23,23.07,7.39,0.42,294.22,0.714,0.17,0.28,0.626,29
iq,2021,24,25.15,7.36,70.85,296.3,0.211,0.702,0.413,0.742,16
iq,2021,25,20.73,7.75,20.56,291.88,0.374,0.512,0.293,0.223,20
iq,2021,26,24.86,8.74,36.53,296.01,0.558,0.156,0.27,0.642,25
iq,2021,27,28.34,8.05,60.91,299.49,0.414,0.785,0.772,0.33,23
iq,2021,28,27.61,6.75,68.67,298.76,0.698,0.782,0.408,0.142,14
iq,2021,29,27.24,9.58,2.83,298.39,0.452,0.337,0.63,0.481,20
iq,2021,30,26.36,9.04,51.68,297.51,0.49,0.245,0.536,0.35,22
iq,2021,31,25.51,9.2,30.4,296.66,0.377,0.788,0.666,0.212,24
iq,2021,32,23.22,6.79,64.86,294.37,0.625,0.457,0.668,0.406,25
iq,2021,33,26.53,6.98,76.96,297.68,0.751,0.4,0.332,0.784,28
iq,2021,34,24.79,8.83,0.0,295.94,0.204,0.77,0.383,0.713,16
iq,2021,35,26.62,6.65,76.96,297.77,0.136,0.248,0.152,0.302,29
iq,2021,36,29.09,9.98,59.08,300.24,0.291,0.271,0.196,0.694,37
iq,2021,37,22.43,8.44,43.51,293.58,0.62,0.562,0.385,0.283,21
iq,2021,38,28.46,7.53,24.04,299.61,0.399,0.23,0.178,0.606,27
iq,2021,39,28.35,7.43,68.17,299.5,0.652,0.632,0.344,0.418,23
iq,2021,40,27.08,8.07,51.12,298.23,0.289,0.792,0.569,0.424,22
iq,2021,41,21.58,8.73,28.51,292.73,0.18,0.343,0.634,0.526,19
iq,2021,42,27.41,8.1,20.27,298.56,0.432,0.554,0.12,0.11,24
iq,2021,43,24.87,7.44,30.21,296.02,0.197,0.571,0.517,0.306,7
iq,2021,44,22.75,7.66,69.33,293.9,0.483,0.262,0.341,0.53,15
iq,2021,45,27.22,8.58,0.0,298.37,0.356,0.716,0.127,0.792,25
iq,2021,46,29.76,9.14,42.06,300.91,0.439,0.174,0.295,0.723,22
iq,2021,47,19.41,9.27,43.8,290.56,0.592,0.53,0.457,0.404,20
iq,2021,48,21.72,8.5,42.56,292.87,0.318,0.415,0.664,0.213,25
iq,2021,49,29.05,6.83,60.54,300.2,0.191,0.634,0.148,0.109,20
iq,2021,50,26.55,8.89,15.46,297.7,0.532,0.456,0.794,0.788,19
iq,2021,51,23.41,10.04,80.09,294.56,0.171,0.33,0.153,0.151,25
iq,2021,52,25.8,6.59,38.48,296.95,0.335,0.158,0.485,0.29,28
iq,2022,1,26.79,8.06,35.66,297.94,0.431,0.778,0.64,0.729,21
iq,2022,2,29.37,8.68,43.86,300.52,0.658,0.517,0.32,0.493,32
iq,2022,3,29.91,8.14,38.96,301.06,0.634,0.17,0.644,0.36,25
iq,2022,4,25.66,7.62,21.5,296.81,0.747,0.154,0.751,0.595,22
iq,2022,5,22.92,6.4,52.51,294.07,0.57,0.372,0.441,0.793,28
iq,2022,6,24.81,6.62,59.75,295.96,0.635,0.305,0.157,0.108,18
iq,2022,7,20.35,6.48,39.64,291.5,0.279,0.724,0.444,0.519,21
iq,2022,8,25.31,7.2,42.48,296.46,0.341,0.538,0.737,0.292,24
iq,2022,9,27.76,8.01,50.85,298.91,0.53,0.576,0.346,0.32,19
iq,2022,10,22.86,8.68,14.31,294.01,0.106,0.779,0.402,0.779,19
iq,2022,11,26.78,6.93,51.9,297.93,0.649,0.179,0.738,0.236,19
iq,2022,12,26.31,8.02,24.99,297.46,0.232,0.45,0.655,0.205,20
iq,2022,13,22.17,9.16,65.39,293.32,0.427,0.668,0.209,0.653,17
iq,2022,14,28.77,8.41,23.72,299.92,0.476,0.248,0.668,0.642,17
iq,2022,15,25.65,6.84,26.36,296.8,0.543,0.135,0.526,0.207,26
iq,2022,16,24.63,9.05,55.47,295.78,0.135,0.378,0.359,0.299,21
iq,2022,17,26.59,8.33,42.97,297.74,0.469,0.731,0.319,0.502,21
iq,2022,18,14.23,8.28,11.5,285.38,0.629,0.416,0.771,0.283,17
iq,2022,19,27.2,8.17,56.74,298.35,0.679,0.352,0.52,0.209,26
iq,2022,20,21.36,8.2,43.86,292.51,0.388,0.288,0.799,0.15,30
iq,2022,21,28.47,8.34,43.61,299.62,0.647,0.357,0.785,0.404,19
iq,2022,22,25.65,6.82,58.68,296.8,0.421,0.516,0.287,0.552,24
iq,2022,23,26.47,8.98,0.0,297.62,0.227,0.271,0.683,0.53,20
iq,2022,24,25.6,8.21,42.29,296.75,0.586,0.316,0.714,0.647,23
iq,2022,25,23.58,7.54,36.48,294.73,0.397,0.302,0.221,0.634,13
iq,2022,26,22.94,7.19,30.89,294.09,0.486,0.524,0.594,0.576,18
iq,2022,27,23.0,6.78,17.86,294.15,0.249,0.362,0.29,0.162,26
iq,2022,28,26.81,8.25,23.44,297.96,0.375,0.145,0.258,0.655,25
iq,2022,29,24.29,8.59,22.85,295.44,0.152,0.795,0.559,0.479,20
iq,2022,30,27.82,8.47,50.62,298.97,0.363,0.788,0.566,0.77,18
iq,2022,31,27.14,7.69,41.17,298.29,0.655,0.403,0.428,0.79,16
iq,2022,32,31.69,6.64,17.81,302.84,0.111,0.514,0.109,0.101,30
iq,2022,33,22.4,8.45,50.89,293.55,0.138,0.319,0.205,0.506,17
iq,2022,34,29.76,8.92,32.74,300.91,0.155,0.398,0.762,0.252,23
iq,2022,35,24.67,7.73,72.26,295.82,0.55,0.703,0.44,0.194,28
iq,2022,36,28.91,6.74,52.73,300.06,0.578,0.546,0.717,0.51,34
iq,2022,37,23.85,8.8,53.09,295.0,0.37,0.645,0.607,0.142,25
iq,2022,38,22.91,8.23,5.62,294.06,0.124,0.479,0.371,0.171,25
iq,2022,39,28.06,8.55,25.89,299.21,0.246,0.636,0.764,0.602,19
iq,2022,40,26.94,8.86,14.74,298.09,0.153,0.122,0.587,0.407,13
iq,2022,41,32.07,9.83,36.14,303.22,0.43,0.372,0.674,0.416,17
iq,2022,42,28.6,8.23,22.2,299.75,0.737,0.554,0.157,0.195,18
iq,2022,43,27.18,6.97,53.01,298.33,0.758,0.241,0.317,0.268,24
iq,2022,44,28.07,7.77,71.78,299.22,0.443,0.12,0.145,0.477,27
iq,2022,45,23.26,8.7,56.91,294.41,0.388,0.622,0.383,0.575,26
iq,2022,46,22.96,6.24,31.08,294.11,0.585,0.742,0.376,0.226,17
iq,2022,47,24.89,6.22,20.38,296.04,0.615,0.105,0.477,0.656,15
iq,2022,48,27.99,6.5,63.88,299.14,0.412,0.343,0.685,0.631,29
iq,2022,49,23.96,7.69,28.05,295.11,0.336,0.627,0.306,0.634,21
iq,2022,50,23.46,8.82,58.44,294.61,0.378,0.247,0.465,0.745,28
iq,2022,51,22.78,8.46,25.7,293.93,0.514,0.614,0.46,0.67,30
iq,2022,52,28.3,9.48,44.91,299.45,0.755,0.196,0.442,0.281,23
iq,2023,1,28.47,8.95,50.09,299.62,0.42,0.33,0.211,0.217,22
iq,2023,2,27.86,9.99,42.47,299.01,0.598,0.141,0.492,0.159,24
iq,2023,3,27.35,8.21,49.15,298.5,0.499,0.314,0.252,0.329,26
iq,2023,4,22.69,8.43,35.55,293.84,0.263,0.512,0.746,0.624,13
iq,2023,5,28.66,9.78,12.71,299.81,0.726,0.274,0.164,0.625,23
iq,2023,6,24.68,6.88,59.76,295.83,0.361,0.712,0.249,0.328,24
iq,2023,7,27.08,6.96,76.97,298.23,0.633,0.482,0.539,0.755,17
iq,2023,8,23.09,6.62,55.4,294.24,0.225,0.363,0.427,0.394,28
iq,2023,9,25.66,9.6,53.46,296.81,0.195,0.275,0.48,0.659,26
iq,2023,10,19.69,7.33,22.84,290.84,0.654,0.769,0.39,0.767,16
iq,2023,11,25.77,9.31,26.07,296.92,0.491,0.141,0.587,0.137,32
iq,2023,12,27.33,8.43,24.94,298.48,0.437,0.518,0.301,0.515,17
iq,2023,13,25.16,7.87,49.46,296.31,0.203,0.486,0.201,0.528,9
iq,2023,14,23.43,7.73,18.95,294.58,0.361,0.392,0.31,0.56,18
iq,2023,15,25.46,8.75,27.7,296.61,0.698,0.5,0.419,0.205,18
iq,2023,16,20.8,7.61,40.68,291.95,0.258,0.388,0.714,0.469,16
iq,2023,17,22.71,7.38,50.05,293.86,0.428,0.252,0.334,0.772,27
iq,2023,18,18.57,8.5,70.39,289.72,0.338,0.225,0.509,0.566,23
iq,2023,19,27.92,8.36,26.78,299.07,0.771,0.405,0.536,0.566,22
iq,2023,20,21.74,8.22,54.74,292.89,0.487,0.442,0.18,0.159,25
iq,2023,21,22.17,6.92,44.67,293.32,0.217,0.785,0.363,0.175,31
iq,2023,22,29.23,7.98,33.31,300.38,0.127,0.693,0.705,0.517,26
iq,2023,23,29.87,8.31,45.83,301.02,0.487,0.777,0.797,0.182,25
iq,2023,24,26.0,9.2,70.32,297.15,0.139,0.455,0.71,0.249,17
iq,2023,25,28.01,7.89,1.73,299.16,0.408,0.464,0.542,0.66,16
iq,2023,26,29.95,7.8,0.0,301.1,0.561,0.602,0.491,0.14,23
iq,2023,27,24.4,7.18,59.11,295.55,0.113,0.629,0.286,0.317,16
iq,2023,28,21.53,8.15,63.23,292.68,0.531,0.305,0.395,0.595,21
iq,2023,29,24.56,8.52,72.44,295.71,0.537,0.266,0.452,0.748,21
iq,2023,30,24.33,8.99,50.56,295.48,0.229,0.458,0.165,0.745,19
iq,2023,31,28.06,7.74,31.29,299.21,0.736,0.463,0.152,0.177,22
iq,2023,32,27.77,7.84,55.27,298.92,0.357,0.13,0.782,0.112,25
iq,2023,33,25.56,8.51,32.66,296.71,0.496,0.546,0.618,0.227,20
iq,2023,34,26.36,8.39,42.75,297.51,0.39,0.784,0.507,0.707,29
iq,2023,35,26.36,8.31,38.13,297.51,0.128,0.241,0.23,0.278,23
iq,2023,36,23.0,6.61,22.41,294.15,0.13,0.572,0.476,0.411,18
iq,2023,37,29.26,8.45,78.15,300.41,0.768,0.688,0.398,0.551,21
iq,2023,38,26.72,6.73,40.29,297.87,0.749,0.385,0.799,0.505,23
iq,2023,39,26.3,7.48,28.66,297.45,0.658,0.302,0.236,0.782,25
iq,2023,40,29.67,6.33,62.66,300.82,0.74,0.572,0.383,0.704,33
iq,2023,41,26.55,6.69,42.77,297.7,0.672,0.557,0.688,0.761,24
iq,2023,42,23.68,7.47,77.91,294.83,0.259,0.103,0.34,0.778,22
iq,2023,43,23.53,9.62,29.45,294.68,0.219,0.174,0.735,0.798,17
iq,2023,44,24.65,6.0,26.97,295.8,0.241,0.642,0.599,0.544,14
iq,2023,45,28.34,7.78,42.82,299.49,0.164,0.406,0.507,0.465,15
iq,2023,46,27.5,6.01,32.78,298.65,0.146,0.486,0.173,0.116,21
iq,2023,47,26.74,6.76,21.1,297.89,0.568,0.228,0.529,0.388,24
iq,2023,48,23.68,7.78,46.61,294.83,0.761,0.528,0.601,0.633,19
iq,2023,49,25.48,7.85,86.98,296.63,0.48,0.169,0.323,0.136,29
iq,2023,50,22.31,7.59,76.23,293.46,0.472,0.404,0.371,0.689,25
iq,2023,51,28.15,7.14,30.59,299.3,0.308,0.429,0.165,0.132,29
iq,2023,52,25.81,7.92,63.97,296.96,0.265,0.755,0.768,0.771,23
