city,year,weekofyear,station_avg_temp_c,reanalysis_specific_humidity_g_per_kg,station_precip_mm,reanalysis_dew_point_temp_k,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,total_cases
iq,2011,19,22.82,7.28,62.83,292.46,0.782,0.55,0.301,0.705,15
iq,2011,20,18.52,7.32,3.42,289.66,0.518,0.372,0.386,0.283,11
iq,2011,21,18.3,9.45,8.77,290.83,0.608,0.281,0.129,0.725,20
iq,2011,22,28.96,5.47,46.47,299.93,0.383,0.319,0.375,0.715,21
iq,2011,23,27.62,7.43,23.79,297.09,0.491,0.647,0.648,0.665,16
iq,2011,24,22.15,5.79,0.54,294.63,0.784,0.329,0.734,0.333,16
iq,2011,25,30.06,5.9,17.17,301.52,0.845,0.803,0.423,0.135,15
iq,2011,26,22.61,6.86,40.39,295.03,0.488,0.382,0.192,0.179,11
iq,2011,27,26.12,7.6,0.0,295.12,0.82,0.667,0.584,0.658,19
iq,2011,28,32.96,6.75,51.79,304.3,0.303,0.366,0.421,0.535,20
iq,2011,29,27.53,7.48,69.3,298.97,0.106,0.163,0.473,0.241,18
iq,2011,30,24.22,8.03,40.3,295.33,0.695,0.295,0.794,0.497,10
iq,2011,31,28.17,8.09,63.93,300.34,0.677,0.267,0.388,0.623,18
iq,2011,32,28.55,6.66,82.05,299.95,0.613,0.305,0.457,0.311,17
iq,2011,33,27.08,7.97,10.09,296.57,0.776,0.318,0.749,0.818,22
iq,2011,34,36.72,11.22,0.0,305.67,0.288,0.694,0.48,0.233,23
iq,2011,35,23.83,7.26,56.09,294.49,0.586,0.702,0.305,0.435,23
iq,2011,36,27.22,7.99,13.38,299.71,0.655,0.81,0.474,0.568,22
iq,2011,37,22.57,8.67,10.97,293.65,0.508,0.683,0.728,0.299,17
iq,2011,38,31.97,5.55,27.84,302.58,0.446,0.161,0.465,0.728,20
iq,2011,39,29.22,7.14,21.29,301.09,0.653,0.727,0.144,0.694,24
iq,2011,40,27.99,5.9,50.36,300.17,0.504,0.787,0.756,0.646,24
iq,2011,41,26.26,6.12,55.51,295.78,0.695,0.49,0.165,0.301,15
iq,2011,42,26.23,6.76,68.45,297.58,0.421,0.338,0.739,0.815,21
iq,2011,43,29.48,8.62,27.47,301.62,0.248,0.434,0.809,0.539,20
iq,2011,44,22.7,7.86,67.76,295.1,0.347,0.557,0.538,0.408,20
iq,2011,45,33.62,7.63,48.56,305.76,0.102,0.443,0.41,0.731,21
iq,2011,46,29.21,6.85,13.4,301.74,0.724,0.734,0.573,0.504,17
iq,2011,47,29.96,8.3,31.79,302.66,0.438,0.235,0.659,0.623,19
iq,2011,48,29.1,6.12,6.83,298.95,0.763,0.412,0.549,0.756,17
iq,2011,49,25.62,8.92,85.32,297.22,0.818,0.593,0.57,0.309,26
iq,2011,50,25.29,8.46,47.78,298.26,0.126,0.234,0.707,0.462,27
iq,2011,51,15.76,6.29,75.06,287.27,0.534,0.617,0.747,0.352,14
iq,2011,52,18.91,7.0,66.98,290.32,0.275,0.564,0.158,0.126,8
iq,2012,1,24.19,8.26,67.26,294.96,0.55,0.327,0.424,0.39,15
iq,2012,2,26.39,7.28,61.76,299.77,0.104,0.663,0.53,0.171,12
iq,2012,3,27.41,7.78,59.01,299.39,0.294,0.682,0.756,0.788,20
iq,2012,4,23.3,10.48,54.08,293.33,0.313,0.562,0.779,0.468,18
iq,2012,5,18.98,5.76,48.42,289.91,0.501,0.406,0.35,0.139,17
iq,2012,6,27.39,7.19,17.38,296.55,0.593,0.199,0.246,0.636,12
iq,2012,7,26.39,9.47,52.62,297.43,0.334,0.574,0.384,0.623,16
iq,2012,8,30.76,7.87,25.77,300.2,0.743,0.656,0.41,0.256,26
iq,2012,9,24.68,6.37,0.0,293.72,0.181,0.194,0.399,0.625,14
iq,2012,10,29.83,7.52,27.54,301.11,0.21,0.624,0.379,0.631,14
iq,2012,11,26.02,8.06,0.0,295.42,0.628,0.614,0.566,0.648,10
iq,2012,12,19.02,9.21,44.95,289.84,0.529,0.375,0.6,0.558,17
iq,2012,13,27.61,6.84,32.61,298.18,0.326,0.802,0.345,0.115,12
iq,2012,14,24.54,6.7,48.59,296.28,0.136,0.452,0.69,0.606,22
iq,2012,15,26.06,6.38,53.47,296.6,0.334,0.17,0.674,0.629,14
iq,2012,16,18.76,4.1,10.61,290.19,0.177,0.796,0.466,0.77,15
iq,2012,17,25.57,8.51,35.53,296.5,0.817,0.826,0.584,0.575,18
iq,2012,18,24.65,8.98,8.82,297.24,0.326,0.245,0.701,0.823,22
iq,2012,19,28.07,6.15,8.3,299.49,0.312,0.785,0.56,0.37,23
iq,2012,20,29.29,7.57,45.07,301.04,0.116,0.321,0.14,0.417,23
iq,2012,21,28.7,7.92,1.52,299.61,0.327,0.488,0.797,0.849,21
iq,2012,22,25.07,7.11,31.92,296.47,0.838,0.835,0.342,0.281,13
iq,2012,23,35.75,7.03,67.26,307.98,0.308,0.683,0.342,0.453,23
iq,2012,24,28.15,6.42,26.78,299.41,0.438,0.795,0.837,0.681,25
iq,2012,25,27.82,6.26,45.68,299.22,0.656,0.641,0.752,0.519,25
iq,2012,26,20.3,9.14,23.29,293.07,0.832,0.109,0.345,0.357,13
iq,2012,27,23.78,5.99,0.0,295.51,0.208,0.558,0.492,0.836,16
iq,2012,28,22.82,9.59,51.46,293.21,0.711,0.222,0.584,0.653,17
iq,2012,29,25.77,7.82,2.99,297.32,0.641,0.209,0.792,0.314,18
iq,2012,30,33.76,8.45,0.0,303.14,0.184,0.845,0.349,0.362,16
iq,2012,31,21.01,7.92,30.1,291.93,0.462,0.141,0.72,0.185,12
iq,2012,32,28.83,8.54,22.57,300.8,0.166,0.533,0.64,0.196,21
iq,2012,33,28.42,5.04,19.62,299.86,0.754,0.787,0.164,0.645,13
iq,2012,34,27.63,6.96,73.28,297.67,0.508,0.829,0.592,0.541,16
iq,2012,35,30.03,8.41,89.5,302.3,0.239,0.594,0.134,0.498,23
iq,2012,36,28.18,7.42,7.52,297.81,0.559,0.223,0.656,0.499,17
iq,2012,37,18.6,7.25,6.66,289.01,0.306,0.66,0.479,0.361,18
iq,2012,38,25.44,7.09,20.12,295.4,0.714,0.369,0.449,0.818,23
iq,2012,39,26.71,9.26,33.5,296.65,0.702,0.307,0.765,0.125,17
iq,2012,40,25.76,9.98,65.01,297.74,0.157,0.47,0.244,0.34,15
iq,2012,41,25.03,6.34,61.43,296.86,0.675,0.286,0.789,0.104,18
iq,2012,42,20.35,6.61,12.68,291.79,0.748,0.767,0.474,0.518,14
iq,2012,43,19.38,6.42,62.4,288.46,0.144,0.608,0.312,0.152,16
iq,2012,44,25.52,7.66,18.85,296.81,0.795,0.3,0.753,0.109,10
iq,2012,45,26.51,6.59,41.17,296.04,0.133,0.538,0.385,0.782,17
iq,2012,46,33.78,8.17,70.64,304.72,0.418,0.524,0.755,0.274,27
iq,2012,47,30.55,9.12,20.18,300.96,0.149,0.411,0.351,0.562,7
iq,2012,48,32.26,5.75,76.49,303.72,0.548,0.658,0.614,0.307,25
iq,2012,49,35.66,6.39,3.41,307.08,0.278,0.616,0.331,0.214,14
iq,2012,50,24.23,7.43,15.95,294.8,0.514,0.802,0.752,0.532,15
iq,2012,51,25.37,10.09,9.31,296.36,0.108,0.673,0.164,0.18,18
iq,2012,52,32.34,9.1,93.12,304.7,0.229,0.734,0.412,0.756,11
iq,2013,1,28.23,6.68,47.81,299.17,0.168,0.38,0.361,0.583,20
iq,2013,2,24.47,7.91,37.51,295.82,0.56,0.402,0.123,0.267,20
iq,2013,3,23.04,6.0,0.0,293.82,0.387,0.279,0.179,0.604,15
iq,2013,4,31.56,7.97,45.56,301.45,0.723,0.171,0.777,0.12,20
iq,2013,5,24.56,8.28,41.99,296.71,0.587,0.234,0.698,0.431,21
iq,2013,6,26.48,5.87,40.5,296.84,0.645,0.377,0.228,0.341,23
iq,2013,7,30.09,7.43,54.03,300.58,0.503,0.647,0.68,0.364,22
iq,2013,8,28.41,6.97,0.0,300.91,0.524,0.77,0.554,0.119,19
iq,2013,9,23.56,10.06,0.0,293.13,0.736,0.783,0.21,0.236,14
iq,2013,10,22.14,8.48,51.52,294.71,0.177,0.327,0.705,0.47,12
iq,2013,11,24.97,6.98,54.11,296.37,0.328,0.711,0.69,0.427,23
iq,2013,12,33.38,7.19,0.0,305.92,0.776,0.667,0.602,0.712,22
iq,2013,13,19.05,7.89,65.15,290.36,0.455,0.233,0.261,0.735,7
iq,2013,14,24.2,6.28,8.4,296.44,0.484,0.537,0.768,0.17,14
iq,2013,15,30.66,9.2,4.45,301.6,0.523,0.744,0.752,0.702,12
iq,2013,16,20.94,8.16,60.14,292.07,0.584,0.721,0.709,0.137,15
iq,2013,17,26.62,6.83,35.07,296.02,0.637,0.57,0.168,0.375,18
iq,2013,18,26.84,8.54,56.52,298.19,0.677,0.238,0.496,0.34,20
iq,2013,19,27.49,7.96,95.13,300.3,0.556,0.722,0.265,0.575,17
iq,2013,20,27.31,6.2,45.21,297.29,0.278,0.448,0.737,0.255,25
iq,2013,21,24.21,6.88,12.13,294.1,0.414,0.305,0.527,0.209,20
iq,2013,22,24.27,8.35,43.58,294.56,0.416,0.69,0.144,0.696,17
iq,2013,23,23.77,6.22,25.11,296.02,0.809,0.135,0.437,0.371,26
iq,2013,24,29.92,8.66,90.3,300.31,0.261,0.55,0.699,0.339,18
iq,2013,25,25.45,6.75,0.0,296.67,0.247,0.246,0.588,0.181,18
iq,2013,26,24.4,7.42,5.24,296.3,0.77,0.301,0.132,0.522,12
iq,2013,27,28.75,6.86,45.23,301.16,0.448,0.13,0.715,0.266,13
iq,2013,28,23.09,6.78,19.58,293.7,0.664,0.803,0.171,0.213,17
iq,2013,29,32.36,9.17,24.71,303.11,0.745,0.335,0.663,0.664,16
iq,2013,30,24.96,7.58,19.34,295.84,0.68,0.101,0.476,0.238,18
iq,2013,31,25.96,7.78,28.97,298.11,0.659,0.199,0.679,0.591,23
iq,2013,32,25.77,6.83,54.12,297.75,0.567,0.65,0.313,0.553,21
iq,2013,33,22.06,7.9,19.46,292.45,0.321,0.536,0.19,0.666,12
iq,2013,34,29.39,5.3,61.13,299.93,0.227,0.329,0.806,0.465,15
iq,2013,35,25.07,5.74,71.22,296.53,0.177,0.339,0.663,0.15,19
iq,2013,36,25.63,6.38,23.31,298.53,0.832,0.706,0.193,0.81,21
iq,2013,37,30.05,7.9,19.69,300.74,0.404,0.643,0.169,0.644,18
iq,2013,38,30.74,9.85,73.92,300.16,0.835,0.192,0.251,0.707,16
iq,2013,39,22.74,7.31,16.26,293.69,0.316,0.548,0.75,0.373,19
iq,2013,40,23.38,7.72,8.01,293.32,0.644,0.556,0.345,0.157,23
iq,2013,41,24.57,6.85,55.22,295.57,0.732,0.612,0.103,0.524,13
iq,2013,42,32.93,6.48,31.81,302.77,0.257,0.834,0.51,0.224,18
iq,2013,43,20.57,7.07,42.32,290.93,0.771,0.652,0.172,0.401,17
iq,2013,44,31.49,9.71,17.66,302.53,0.612,0.773,0.706,0.525,16
iq,2013,45,25.98,6.04,10.26,296.47,0.654,0.348,0.815,0.127,15
iq,2013,46,27.65,7.83,45.19,299.28,0.179,0.535,0.268,0.261,19
iq,2013,47,32.26,7.6,60.32,303.92,0.261,0.795,0.717,0.299,31
iq,2013,48,28.63,7.42,20.11,298.69,0.518,0.771,0.281,0.228,16
iq,2013,49,30.79,6.08,52.58,304.79,0.282,0.205,0.422,0.722,17
iq,2013,50,27.59,8.81,20.78,298.94,0.482,0.395,0.76,0.641,22
iq,2013,51,30.11,8.31,8.94,301.36,0.362,0.479,0.815,0.562,16
iq,2013,52,30.21,7.18,24.36,303.1,0.487,0.459,0.793,0.299,16
